id,text,label,label_name,lang,source_type,seed_template_idx
aa2ed97477b2,Infosys shares jump 1.1% as net profit rises significantly year-on-year,1,positive,en,generated,2
acfd7e113c31,Rising raw material costs squeeze SBI Life margins by 300 bps,-1,negative,en,generated,8
bf816dbd1ad8,Global recession fears trigger risk-off; Tata Motors sheds 2.4%,-1,negative,en,generated,23
4b6092c6ac87,"Management exit at Britannia raises governance concerns, stock falls 6.3%",-1,negative,en,generated,25
3c511d41213a,Foreign fund outflows batter NTPC; broader market under pressure,-1,negative,en,generated,14
abf8db51db2a,Tech Mahindra holds its recent range; no fresh news ahead of results,0,neutral,en,generated,22
b0bb3986c922,"Maruti Suzuki announces dividend payout, stock gains 1.1%",1,positive,en,generated,10
ca18e40b8428,RBI rate cut boosts SBI Life and broader pharma sector,1,positive,en,generated,11
7b9a3705c9ba,FIIs pour money into ITC; stock rallies 7.2%,1,positive,en,generated,5
828cd16ea342,Strong GST collection data boosts metals sector stocks led by Grasim Industries,1,positive,en,generated,15
f00bde22097f,"ONGC beats street estimates on all key metrics, stock up 2.3%",1,positive,en,generated,20
218731919d5e,India markets open flat; Titan Company moves in line with benchmark,0,neutral,en,generated,9
f19ae769720d,Nifty 50 range-bound; Coal India consolidates near support levels,0,neutral,en,generated,3
29bb24cebd85,L&T capacity expansion on track; production numbers beat forecast,1,positive,en,generated,29
e0dfd2610611,HCL Technologies falls 1.4% after FIIs dump shares in large block deal,-1,negative,en,generated,4
be5b2e1cd43b,HDFC Life exports hit all-time high; market sentiment very bullish,1,positive,en,generated,12
a735c1ab5d6f,SEBI approves SBI buyback plan; shares rally 1.1%,1,positive,en,generated,16
489a05d05a0e,BPCL ex-dividend date tomorrow — no major price move expected,0,neutral,en,generated,10
555152c61afe,Asian Paints management reiterates full-year guidance unchanged,0,neutral,en,generated,19
f943c04f31a9,"ONGC wins major government contract, shares soar 2.3%",1,positive,en,generated,6
a7876daf8989,ONGC tanks 4.1% after disappointing Q2 FY24 results miss estimates,-1,negative,en,generated,1
dde8dca8ab78,RBI keeps repo rate unchanged at 6.5%; Apollo Hospitals sees no reaction,0,neutral,en,generated,15
1b800324d797,Strong GST collection data boosts banking sector stocks led by Hindustan Unilever,1,positive,en,generated,15
c37a468779c6,"Tata Motors beats street estimates on all key metrics, stock up 6.1%",1,positive,en,generated,20
a3d90008a7b6,Wipro gets NCLT approval for subsidiary merger; impact neutral,0,neutral,en,generated,13
93945b42529b,"Kotak Mahindra Bank reports highest ever quarterly revenue, stock up 2.7%",1,positive,en,generated,8
5c9d5509e93c,Infosys hit by regulatory action; operations in key state suspended,-1,negative,en,generated,15
f7f544625077,Sun Pharma shares trade flat ahead of Q1 FY23 results expected next week,0,neutral,en,generated,1
ca5997b831ca,SBI shares crash on weak volume guidance and rising costs,-1,negative,en,generated,2
d2edb25e4e58,financial services sector index in consolidation phase; Asian Paints near price equilibrium,0,neutral,en,generated,28
14343e818c40,Strong GST collection data boosts renewable energy sector stocks led by ICICI Bank,1,positive,en,generated,15
d4442d5d4448,Strong demand outlook lifts Pidilite Industries to record high,1,positive,en,generated,7
c9f515e4bd8d,Bullish outlook for Adani Enterprises as revenue growth exceeds analyst expectations,1,positive,en,generated,3
c001e70d5b17,Moderate FII buying in pharma sector; Hero MotoCorp stable near 200-day moving average,0,neutral,en,generated,21
bd1564796561,Britannia capacity expansion on track; production numbers beat forecast,1,positive,en,generated,29
0aeaf5781a4f,RBI rate cut boosts TCS and broader IT sector,1,positive,en,generated,11
5ae276ec4d52,ICICI Bank posts lowest ever NPA ratio; banking sector sentiment strong,1,positive,en,generated,26
85ac0d838319,Commodity price spike eats into Tata Steel margins; stock slides 5.3%,-1,negative,en,generated,21
026ccc0dd402,Divis Laboratories technical charts show neutral pattern; RSI at 50,0,neutral,en,generated,29
0d57acff52eb,Disappointing outlook from Axis Bank management triggers sharp selloff amid renewable energy sector weakness,-1,negative,en,generated,10
33a1254fda02,Nestle India ex-dividend date tomorrow — no major price move expected,0,neutral,en,generated,10
fc39d2105a26,Power Grid trading at 52-week average; market digests Q1 numbers,0,neutral,en,generated,6
efd6a52bb357,Tata Consumer management reiterates full-year guidance unchanged,0,neutral,en,generated,19
f1bba0d3a1cb,Apollo Hospitals falls 3.3% after FIIs dump shares in large block deal,-1,negative,en,generated,4
495befb232cf,DII inflows push Infosys above key resistance; bullish momentum intact,1,positive,en,generated,17
de2c2f3e1795,Nifty 50 range-bound; Shree Cement consolidates near support levels,0,neutral,en,generated,3
870b5a280a86,Grasim Industries shares consolidate at current levels pending global cues,0,neutral,en,generated,16
7c07ab520087,HDFC Life management reiterates full-year guidance unchanged,0,neutral,en,generated,19
5806ff1e1db4,Asian Paints misses revenue and profit estimates; stock drops 1.4%,-1,negative,en,generated,12
050cdf69ed9b,Titan Company shares jump 4.8% as net profit rises significantly year-on-year,1,positive,en,generated,2
6e4849c0f091,Market rally: Maruti Suzuki leads Nifty 50 gains with 1.5% jump,1,positive,en,generated,13
a31b854bfaca,"Management exit at JSW Steel raises governance concerns, stock falls 1.4%",-1,negative,en,generated,25
3738836bfe39,India PMI at 5-year high; renewable energy sector stocks including Tata Consumer surge,1,positive,en,generated,0
72bd3f151504,"Promoter pledging in Coal India spooks investors, stock down 2.6%",-1,negative,en,generated,13
92be43aa32bd,"HDFC Life moving in line with auto sector index, no stock-specific trigger",0,neutral,en,generated,23
3f9aa431cde6,Mixed signals from Sun Pharma: revenue beats but margins slightly miss,0,neutral,en,generated,5
399d0dedda45,Adani Enterprises trading at 52-week average; market digests Q2 numbers,0,neutral,en,generated,6
f9376aed222b,RBI rate cut boosts NTPC and broader FMCG sector,1,positive,en,generated,11
6f00148bd35d,Budget highlights boost infrastructure — BPCL gains 3.4%,1,positive,en,generated,27
02470a174634,UltraTech Cement ex-dividend date tomorrow — no major price move expected,0,neutral,en,generated,10
4f763608bd41,L&T AGM resolution on dividend to be taken next week,0,neutral,en,generated,17
96577845ab25,RBI inflation shock sends Bharti Airtel and financial services sector into sharp decline,-1,negative,en,generated,11
2c56604bee33,Global recession fears trigger risk-off; Pidilite Industries sheds 1.6%,-1,negative,en,generated,23
d1ad9ec1c630,China slowdown hits Shree Cement export revenues; stock dips 1.2%,-1,negative,en,generated,28
16f52ffaa3fa,Sell-off in Titan Company as management lowers earnings outlook for next quarter,-1,negative,en,generated,3
34c8d5f9d651,FIIs pour money into Apollo Hospitals; stock rallies 7.2%,1,positive,en,generated,5
56e861d14764,"High valuations, weak demand outlook weigh on Dr Reddys",-1,negative,en,generated,18
0ab3192ff519,Global recession fears trigger risk-off; Bharti Airtel sheds 6.3%,-1,negative,en,generated,23
7bc78575d803,ITC falls 1.6% after FIIs dump shares in large block deal,-1,negative,en,generated,4
55ba9320d428,Power Grid hits 52-week high after robust quarterly results,1,positive,en,generated,4
0ff65c474c4f,India macro data awaited this week; L&T in wait and watch mode,0,neutral,en,generated,24
ad2f93476193,"Management exit at Adani Ports raises governance concerns, stock falls 4.5%",-1,negative,en,generated,25
8d225c5ecc55,Wipro falls 3.1% after FIIs dump shares in large block deal,-1,negative,en,generated,4
01b11e41c21c,Moderate FII buying in financial services sector; Bajaj Auto stable near 200-day moving average,0,neutral,en,generated,21
aa564c0b1a1c,Kotak Mahindra Bank management reiterates full-year guidance unchanged,0,neutral,en,generated,19
f6d5cc9da5c3,"Coal India wins major government contract, shares soar 7.2%",1,positive,en,generated,6
1f1abbb8436f,"India trade deficit widens to record high, hurting renewable energy sector and Asian Paints",-1,negative,en,generated,20
793fb2a4019c,Market participants await US Fed meeting before taking fresh positions in SBI,0,neutral,en,generated,18
745558a491dd,Bajaj Finance tanks 3.1% after disappointing Q4 FY26 results miss estimates,-1,negative,en,generated,1
ac82e17faee4,Moderate FII buying in pharma sector; Tata Steel stable near 200-day moving average,0,neutral,en,generated,21
3d05425d4a53,"Hero MotoCorp loses market share in key segment, volumes decline 18%",-1,negative,en,generated,24
5f1c3e89575a,FIIs pour money into Eicher Motors; stock rallies 3.2%,1,positive,en,generated,5
76ef65de1f96,Maruti Suzuki management reiterates full-year guidance unchanged,0,neutral,en,generated,19
eee3601c61f5,Strong GST collection data boosts financial services sector stocks led by L&T,1,positive,en,generated,15
1b5188d12957,Global recession fears trigger risk-off; Bajaj Finance sheds 3.1%,-1,negative,en,generated,23
3051881da226,UltraTech Cement tanks 7.5% after disappointing Q1 FY25 results miss estimates,-1,negative,en,generated,1
9fe614ade511,"Nifty bears take control — Coal India among top losers, down 1.4%",-1,negative,en,generated,16
8b8bc8511fcd,"Tata Steel loses market share in key segment, volumes decline 18%",-1,negative,en,generated,24
e8a8354fe764,Bajaj Auto surges 1.8% after strong Q4 FY24 earnings beat estimates,1,positive,en,generated,1
02570cd478a1,Market rally: Eicher Motors leads Nifty 50 gains with 3.9% jump,1,positive,en,generated,13
00fee0f0009d,Global recession fears trigger risk-off; Tech Mahindra sheds 8.6%,-1,negative,en,generated,23
2ac47dc4e6cb,TCS shares jump 7.2% as net profit rises significantly year-on-year,1,positive,en,generated,2
5323d3baa640,Disappointing outlook from JSW Steel management triggers sharp selloff amid financial services sector weakness,-1,negative,en,generated,10
fa8fb0fe167a,Strong GST collection data boosts pharma sector stocks led by Kotak Mahindra Bank,1,positive,en,generated,15
9dce2926af05,"Axis Bank beats street estimates on all key metrics, stock up 3.9%",1,positive,en,generated,20
0e6488de76cc,Dr Reddys analyst meet scheduled — no forward guidance change anticipated,0,neutral,en,generated,4
1af4e3d65289,"Management exit at JSW Steel raises governance concerns, stock falls 1.2%",-1,negative,en,generated,25
515b4f19e0d1,Credit downgrade hits Shree Cement bonds; equity follows suit,-1,negative,en,generated,9
fd219b0ea8fc,"Hindalco wins major government contract, shares soar 4.2%",1,positive,en,generated,6
b961c6085e1c,Adani Ports reports widening losses; analysts downgrade to 'sell',-1,negative,en,generated,7
8966432febc4,Titan Company to report results on Thursday — street estimates in line,0,neutral,en,generated,12
4d6462c1539c,Rising raw material costs squeeze Divis Laboratories margins by 300 bps,-1,negative,en,generated,8
439da90c187b,FIIs pour money into Bharti Airtel; stock rallies 1.8%,1,positive,en,generated,5
6f0fe42fd029,DII inflows push ICICI Bank above key resistance; bullish momentum intact,1,positive,en,generated,17
ebcefd2f3bb0,Market rally: Tech Mahindra leads Nifty 50 gains with 2.1% jump,1,positive,en,generated,13
2a5c62d0250d,Q1 results season kicks off — Power Grid expected to perform in-line,0,neutral,en,generated,0
c3a78f97cd39,FIIs marginally net sellers in banking sector with SBI stable,0,neutral,en,generated,7
4f278030b08a,Maruti Suzuki shares jump 3.2% as net profit rises significantly year-on-year,1,positive,en,generated,2
1332951e472e,Eicher Motors technical charts show neutral pattern; RSI at 50,0,neutral,en,generated,29
f393dea375d3,"Power Grid moving in line with energy sector index, no stock-specific trigger",0,neutral,en,generated,23
7df0545d6df6,SBI Life falls 3.7% after FIIs dump shares in large block deal,-1,negative,en,generated,4
11ff72e27a87,DII inflows push Shree Cement above key resistance; bullish momentum intact,1,positive,en,generated,17
73ad2eb1a073,"Management exit at Eicher Motors raises governance concerns, stock falls 3.3%",-1,negative,en,generated,25
5726936c43f2,TCS trading at 52-week average; market digests Q4 numbers,0,neutral,en,generated,6
b9cf22de44ae,"India trade deficit widens to record high, hurting cement sector and Bajaj Auto",-1,negative,en,generated,20
8e473d1cb69b,FIIs pour money into HDFC Life; stock rallies 2.3%,1,positive,en,generated,5
8c98436e037a,Recovery in rural demand lifts HDFC Life FMCG volumes by 12%,1,positive,en,generated,28
fec23d0c26a8,"Promoter pledging in HCL Technologies spooks investors, stock down 4.5%",-1,negative,en,generated,13
69ac64e783c4,Moderate FII buying in cement sector; SBI stable near 200-day moving average,0,neutral,en,generated,21
0053ed3a353a,"Management exit at Asian Paints raises governance concerns, stock falls 1.6%",-1,negative,en,generated,25
a88045ef99c1,UltraTech Cement AGM resolution on dividend to be taken next week,0,neutral,en,generated,17
a3843a3bee0b,"Management exit at Shree Cement raises governance concerns, stock falls 4.1%",-1,negative,en,generated,25
793ae0d83c3e,Bajaj Auto hit by regulatory action; operations in key state suspended,-1,negative,en,generated,15
50ab58906210,Bharti Airtel falls 2.6% after FIIs dump shares in large block deal,-1,negative,en,generated,4
c5d5e3d1a24c,India PMI at 5-year high; energy sector stocks including Bajaj Finance surge,1,positive,en,generated,0
e9b8ff60ff46,ONGC posts lowest ever NPA ratio; banking sector sentiment strong,1,positive,en,generated,26
6b800e1df6f9,"Tech Mahindra moving in line with renewable energy sector index, no stock-specific trigger",0,neutral,en,generated,23
bb84d509b17f,Wipro share buyback window opens today — limited market impact,0,neutral,en,generated,27
31107e9a377c,Britannia misses revenue and profit estimates; stock drops 1.4%,-1,negative,en,generated,12
0d199ac99892,"Promoter pledging in Tata Consumer spooks investors, stock down 3.1%",-1,negative,en,generated,13
6cd00830a582,"India GDP growth surprises positively, lifting HCL Technologies and Nifty",1,positive,en,generated,21
923efb0e3efe,Nifty 50 flat amid global uncertainty; Tata Steel holds key support,0,neutral,en,generated,11
fd4eb9f3e3ea,UltraTech Cement share buyback window opens today — limited market impact,0,neutral,en,generated,27
62f5063a6f43,Axis Bank board meeting to approve quarterly accounts on Friday,0,neutral,en,generated,8
6134aeee4861,Disappointing outlook from Axis Bank management triggers sharp selloff amid pharma sector weakness,-1,negative,en,generated,10
68f886fd5d5b,"Nifty bears take control — Britannia among top losers, down 3.1%",-1,negative,en,generated,16
1b0e7e638114,Hero MotoCorp AGM resolution on dividend to be taken next week,0,neutral,en,generated,17
e7bb9ae466da,FIIs pour money into Adani Enterprises; stock rallies 2.1%,1,positive,en,generated,5
5a8415e161cd,Global recession fears trigger risk-off; Power Grid sheds 2.4%,-1,negative,en,generated,23
625c28c2150a,Hindalco trading at 52-week average; market digests Q1 numbers,0,neutral,en,generated,6
b13be5c33811,Tata Consumer shares crash on weak volume guidance and rising costs,-1,negative,en,generated,2
082d1d94b03b,Cipla volume 20% below 10-day average; traders await direction,0,neutral,en,generated,25
4736a1b0180d,"India GDP growth surprises positively, lifting Axis Bank and Nifty",1,positive,en,generated,21
b6980c4e9e3c,Asian Paints margin expansion beats expectations; brokerages raise targets,1,positive,en,generated,22
3dc6a76b4774,Shree Cement tanks 4.1% after disappointing Q1 FY23 results miss estimates,-1,negative,en,generated,1
26fc927bc6a3,ICICI Bank reports widening losses; analysts downgrade to 'sell',-1,negative,en,generated,7
bced12422bd6,Commodity price spike eats into Shree Cement margins; stock slides 3.7%,-1,negative,en,generated,21
1c7944f2c7d5,Hindalco hits 52-week high after robust quarterly results,1,positive,en,generated,4
24ddb23b00ae,Infosys secures $1 billion deal; shares hit upper circuit,1,positive,en,generated,18
f3d9d43c208b,Pidilite Industries holds its recent range; no fresh news ahead of results,0,neutral,en,generated,22
80ee42c3624a,RBI rate cut boosts ITC and broader renewable energy sector,1,positive,en,generated,11
43e13b274b30,China slowdown hits IndusInd Bank export revenues; stock dips 2.9%,-1,negative,en,generated,28
887215f1dd2b,Grasim Industries technical charts show neutral pattern; RSI at 50,0,neutral,en,generated,29
f5f322b8ac7d,Reliance Industries shares trade flat ahead of Q1 FY24 results expected next week,0,neutral,en,generated,1
c2e029bca196,Disappointing outlook from Asian Paints management triggers sharp selloff amid metals sector weakness,-1,negative,en,generated,10
04dc377d22fa,"HDFC Life reports highest ever quarterly revenue, stock up 3.4%",1,positive,en,generated,8
efdaaad132cc,Bullish outlook for Hindalco as revenue growth exceeds analyst expectations,1,positive,en,generated,3
82f5baacd02d,FIIs pour money into IndusInd Bank; stock rallies 2.7%,1,positive,en,generated,5
253b1622290f,Rising raw material costs squeeze TCS margins by 300 bps,-1,negative,en,generated,8
08afa78ccefb,RBI inflation shock sends SBI Life and energy sector into sharp decline,-1,negative,en,generated,11
a9496412024f,Budget highlights boost infrastructure — Britannia gains 1.5%,1,positive,en,generated,27
c7ab1a07b6d9,"Promoter pledging in NTPC spooks investors, stock down 1.2%",-1,negative,en,generated,13
5e26eeb87652,Divis Laboratories hits 52-week high after robust quarterly results,1,positive,en,generated,4
aff44013947d,JSW Steel subsidiary IPO oversubscribed 40x; parent stock rallies,1,positive,en,generated,24
c9bbee41ed1e,"Hero MotoCorp pledges remain steady at current levels, no fresh concern",0,neutral,en,generated,20
d0125fc7c61f,China slowdown hits IndusInd Bank export revenues; stock dips 1.6%,-1,negative,en,generated,28
cf2fe002a6f4,Tata Steel volume dull as market awaits RBI policy decision,0,neutral,en,generated,2
237e497caf97,Q1 results season kicks off — Titan Company expected to perform in-line,0,neutral,en,generated,0
6b58405e218b,"Reliance Industries rights issue at steep discount surprises street, stock drops",-1,negative,en,generated,29
583803a435f8,Dr Reddys to report results on Thursday — street estimates in line,0,neutral,en,generated,12
4138d7983499,Weak global cues drag SBI to 52-week low,-1,negative,en,generated,5
95ae941e6467,Nifty 50 flat amid global uncertainty; Adani Ports holds key support,0,neutral,en,generated,11
fafecdb8bebe,banking sector index in consolidation phase; Hero MotoCorp near price equilibrium,0,neutral,en,generated,28
16157ffa8b27,RBI rate cut boosts UltraTech Cement and broader cement sector,1,positive,en,generated,11
391de6357b35,FIIs pour money into Apollo Hospitals; stock rallies 3.9%,1,positive,en,generated,5
170d6cb32b8f,Eicher Motors falls 5.3% after FIIs dump shares in large block deal,-1,negative,en,generated,4
61520408a990,Tech Mahindra reports widening losses; analysts downgrade to 'sell',-1,negative,en,generated,7
7ec3169af36b,Sun Pharma volume 20% below 10-day average; traders await direction,0,neutral,en,generated,25
8fd3295954b9,Market rally: Titan Company leads Nifty 50 gains with 3.2% jump,1,positive,en,generated,13
a2aa9e8fd15b,Nifty 50 flat amid global uncertainty; Asian Paints holds key support,0,neutral,en,generated,11
bf7cf8d3e818,"Promoter pledging in Apollo Hospitals spooks investors, stock down 8.6%",-1,negative,en,generated,13
1b0347ebbf88,Rebound in global markets drives Maruti Suzuki up 2.3%,1,positive,en,generated,23
6cb4aab69212,BPCL share buyback window opens today — limited market impact,0,neutral,en,generated,27
a197dd671462,"Adani Ports wins major government contract, shares soar 7.2%",1,positive,en,generated,6
dbb8fe361aa3,Foreign fund outflows batter Maruti Suzuki; broader market under pressure,-1,negative,en,generated,14
ffe1d368375c,Market rally: Dr Reddys leads Nifty 50 gains with 7.2% jump,1,positive,en,generated,13
23743774a105,"India trade deficit widens to record high, hurting metals sector and Axis Bank",-1,negative,en,generated,20
e604780aaa36,Disappointing outlook from Tata Steel management triggers sharp selloff amid telecom sector weakness,-1,negative,en,generated,10
4a2f7a5bf759,India PMI at 5-year high; banking sector stocks including Bharti Airtel surge,1,positive,en,generated,0
df00968dbbde,Analysts upgrade Tata Steel to 'buy' after management guidance raise,1,positive,en,generated,9
0290dc5c5dec,RBI rate cut boosts ITC and broader telecom sector,1,positive,en,generated,11
e95e7c942751,India markets open flat; IndusInd Bank moves in line with benchmark,0,neutral,en,generated,9
df30728af736,Reliance Industries debt levels rise sharply; leverage concerns emerge,-1,negative,en,generated,26
8385d97d501e,Apollo Hospitals trading at 52-week average; market digests Q4 numbers,0,neutral,en,generated,6
75f9b28f9807,Tata Motors global expansion plan cheers investors; stock surges,1,positive,en,generated,14
822284133337,India markets open flat; Tata Consumer moves in line with benchmark,0,neutral,en,generated,9
a713a3969ff6,Tata Motors subsidiary IPO oversubscribed 40x; parent stock rallies,1,positive,en,generated,24
bc3ae9f33ca8,Moderate FII buying in IT sector; Bharti Airtel stable near 200-day moving average,0,neutral,en,generated,21
de6608a62dac,FIIs pour money into SBI Life; stock rallies 4.8%,1,positive,en,generated,5
c736d4dfb65d,Budget highlights boost infrastructure — IndusInd Bank gains 7.2%,1,positive,en,generated,27
9314070d1c94,Tata Motors audit qualifications raise accounting concerns; stock hammered,-1,negative,en,generated,19
40836add6037,"Britannia reports highest ever quarterly revenue, stock up 1.8%",1,positive,en,generated,8
0c851a611662,ONGC trading at 52-week average; market digests Q1 numbers,0,neutral,en,generated,6
698131704035,Tata Motors holds its recent range; no fresh news ahead of results,0,neutral,en,generated,22
66d4ad00fe32,Bajaj Auto volume dull as market awaits RBI policy decision,0,neutral,en,generated,2
a663ca1a92ce,Cipla secures $1 billion deal; shares hit upper circuit,1,positive,en,generated,18
756e2ac62c9e,"TCS wins major government contract, shares soar 2.7%",1,positive,en,generated,6
fcd0a0627b87,Sun Pharma shares jump 1.1% as net profit rises significantly year-on-year,1,positive,en,generated,2
3b463b01d07b,ITC hit by regulatory action; operations in key state suspended,-1,negative,en,generated,15
1302e605b113,Nifty 50 flat amid global uncertainty; Reliance Industries holds key support,0,neutral,en,generated,11
e79cfde552e8,"Promoter pledging in Tech Mahindra spooks investors, stock down 1.4%",-1,negative,en,generated,13
8a0d327a862d,RBI rate cut boosts Pidilite Industries and broader auto sector,1,positive,en,generated,11
177392db29fa,Budget highlights boost infrastructure — Coal India gains 1.8%,1,positive,en,generated,27
54aa2181d952,"GST demand notice of ₹2,000 cr shocks Axis Bank investors",-1,negative,en,generated,27
923158ee54dd,ICICI Bank hits 52-week high after robust quarterly results,1,positive,en,generated,4
c6fe8144f230,Infosys shares jump 6.1% as net profit rises significantly year-on-year,1,positive,en,generated,2
8bd0cbdef451,"Tech Mahindra wins major government contract, shares soar 1.1%",1,positive,en,generated,6
56353ef46855,"Management exit at BPCL raises governance concerns, stock falls 8.6%",-1,negative,en,generated,25
cc7e474f3231,FIIs marginally net sellers in pharma sector with Tata Motors stable,0,neutral,en,generated,7
023cd3a7ea1f,India PMI at 5-year high; banking sector stocks including Asian Paints surge,1,positive,en,generated,0
