id,text,label,label_name,lang,source_type,seed_template_idx
d04778294eed,"RBI policy meeting से पहले IT sector में caution, Bharti Airtel stable",0,neutral,hinglish,generated,3
75117e66c0f0,"बाजार में तेजी: एक्सिस बैंक ने 7.2% की छलांग लगाई, निवेशकों में खुशी",1,positive,hi,generated,2
ec9ba7c6364a,"India PMI surge ने pharma sector boost किया, HDFC Life 3.2% चढ़ा",1,positive,hinglish,generated,16
e0985792f70f,"सिप्ला का तिमाही राजस्व अनुमान से कम, शेयर धराशाई",-1,negative,hi,generated,18
d9df1d9d0eb7,"Coal India का export revenue all-time high, investors में जोश",1,positive,hinglish,generated,8
b16cd0f6d82c,"China slowdown का असर HCL Technologies के exports पर, share price slips",-1,negative,hinglish,generated,17
f7b22a629522,एचडीएफसी बैंक का Q1 नतीजा बाजार की उम्मीद से काफी कमजोर,-1,negative,hi,generated,10
65a8ba6e136e,"FII selling से TCS crash, 4.1% की भारी गिरावट",-1,negative,hinglish,generated,2
787f329e3a53,RBI rate cut से Bajaj Auto और banking sector में जोरदार rally,1,positive,hinglish,generated,7
9c58e84ab0ce,"JSW Steel shares flat हैं, market Q2 results का wait कर रहा है",0,neutral,hinglish,generated,1
548c545ea0b6,"FII selling से Hindalco crash, 1.6% की भारी गिरावट",-1,negative,hinglish,generated,2
9a262f83a6e8,"Bajaj Finance का share 2.1% ऊपर गया, Q3 results ने सबको चौंकाया",1,positive,hinglish,generated,1
6fe2b46c4b4d,"टेलीकॉम सेक्टर सेक्टर में मिश्रित संकेत, सिप्ला स्थिर",0,neutral,hi,generated,5
eba2dc1a9a82,"Bajaj Finance का dividend announce हुआ, market में positivity छाई",1,positive,hinglish,generated,6
b4849b7a5705,"Adani Ports का debt level record high, rating agency ने outlook negative किया",-1,negative,hinglish,generated,12
ab5c12f72137,"Axis Bank का revenue growth double-digit, stock outperforms Nifty",1,positive,hinglish,generated,15
1dc5a1784739,Strong quarterly numbers: Axis Bank का EPS estimate से 2.7% ज़ादा,1,positive,hinglish,generated,18
ebaeb95149de,विदेशी बाजारों में मंदी से अदानी एंटर्प्राइजेज में भारी बिकवाली,-1,negative,hi,generated,11
656be731ae60,ग्लोबल मंदी की आशंका से टेलीकॉम सेक्टर सेक्टर में नेस्ले पिछड़ा,-1,negative,hi,generated,13
0865a4aa6dd9,"Britannia shares flat हैं, market Q3 results का wait कर रहा है",0,neutral,hinglish,generated,1
703d4072b0ab,Disappointing earnings: Bajaj Finance revenue miss + margin miss double whammy,-1,negative,hinglish,generated,9
f80de4e59a33,"Kotak Mahindra Bank management ने lower guidance दी, street disappointed",-1,negative,hinglish,generated,3
88e0f3467c26,"SBI Life ने इस quarter में record profit book किया, investors खुश",1,positive,hinglish,generated,2
4cb394069f35,"Infosys का dividend announce हुआ, market में positivity छाई",1,positive,hinglish,generated,6
518e302a4c6a,मुद्रास्फीति में गिरावट: एनर्जी सेक्टर में सिप्ला सबसे बड़ा फायदेमंद,1,positive,hi,generated,19
e70ff16c58c4,आईसीआईसीआई बैंक में संस्थागत निवेशकों की हिस्सेदारी अपरिवर्तित,0,neutral,hi,generated,10
9b318c1596a1,बजट पूर्व सत्र में पावर ग्रिड और फार्मा सेक्टर सीमित दायरे में,0,neutral,hi,generated,13
74498d8d2e99,आरबीआई की दर कटौती से बजाज फाइनेंस और आईटी सेक्टर में बड़ी तेजी,1,positive,hi,generated,7
369d25f5da3c,वैश्विक संकेतों की प्रतीक्षा में हिंदुस्तान यूनिलीवर कारोबार सीमित,0,neutral,hi,generated,6
2979101022a8,निफ्टी में बड़ी गिरावट: एचडीएफसी बैंक सबसे ज्यादा टूटने वाले शेयरों में,-1,negative,hi,generated,16
999d068b444b,"सरकारी नीति में बदलाव से एनर्जी सेक्टर पर मार, अल्ट्राटेक सीमेंट 3.7% नीचे",-1,negative,hi,generated,17
52ef0ec1dce3,HDFC Bank 200-day moving average पर support ले रहा है,0,neutral,hinglish,generated,6
6aa4c6d0f3ea,"Adani Enterprises का share 8.6% गिरा, weak Q3 results से investors निराश",-1,negative,hinglish,generated,1
5eef584e700b,"Tech Mahindra का share 3.7% गिरा, weak Q3 results से investors निराश",-1,negative,hinglish,generated,1
c3de3c8cc018,बजट पूर्व सत्र में विप्रो और फार्मा सेक्टर सीमित दायरे में,0,neutral,hi,generated,13
b123fc7954eb,"आरबीआई की सख्त नीति से ओएनजीसी पर दबाव, 1.2% की गिरावट",-1,negative,hi,generated,8
9243ff583fc5,Hero MotoCorp का FY24 annual guidance unchanged रहा,0,neutral,hinglish,generated,9
40be7fb78ea1,"Tata Steel board meeting होगी Friday को, कोई major announcement नहीं",0,neutral,hinglish,generated,4
254e75edf299,"JSW Steel का revenue growth double-digit, stock outperforms Nifty",1,positive,hinglish,generated,15
3e615558a9c7,"सरकारी नीति में बदलाव से ऑटो सेक्टर पर मार, भारती एयरटेल 4.5% नीचे",-1,negative,hi,generated,17
b7b640ac301b,"Bajaj Auto shares flat हैं, market Q3 results का wait कर रहा है",0,neutral,hinglish,generated,1
1ed59fa1e2e2,"आईसीआईसीआई बैंक का मुनाफा 4.5% घटा, विश्लेषकों ने 'सेल' रेटिंग दी",-1,negative,hi,generated,2
d8699a4248f1,"RBI policy meeting से पहले pharma sector में caution, Bajaj Auto stable",0,neutral,hinglish,generated,3
62312d55cf96,"मजबूत जीडीपी आंकड़ों से बाजार में जोश, मारुति सुजुकी 8.3% ऊपर",1,positive,hi,generated,9
77f4ea1d7427,"रिलायंस का तिमाही राजस्व अनुमान से कम, शेयर धराशाई",-1,negative,hi,generated,18
172b2376e1e4,एशियन पेंट्स का Q2 नतीजा बाजार की उम्मीद से काफी कमजोर,-1,negative,hi,generated,10
db777c4c9240,"HDFC Life का share 1.2% गिरा, weak Q3 results से investors निराश",-1,negative,hinglish,generated,1
b54a4b4142ea,"Global cues positive, Cipla में buying ka momentum strong है",1,positive,hinglish,generated,0
fb1a33b18609,"कच्चे माल की ऊंची लागत से सिप्ला का मार्जिन घटा, शेयर धड़ाम",-1,negative,hi,generated,7
5c1beb1929f1,"ऑटो सेक्टर में मंदी की आहट, टाइटन सबसे बड़ा लूजर",-1,negative,hi,generated,6
2e760726ad42,"Grasim Industries management ने lower guidance दी, street disappointed",-1,negative,hinglish,generated,3
0012ef799eca,मजबूत macro data से L&T और पूरे renewable energy sector में तेजी,1,positive,hinglish,generated,12
2076918d3d35,बाजार में उतार-चढ़ाव के बीच बजाज फाइनेंस 200-दिन के औसत पर टिका,0,neutral,hi,generated,8
e0c0c92370cb,"SBI का revenue growth double-digit, stock outperforms Nifty",1,positive,hinglish,generated,15
8d2d51d00808,"Analysts का Hindalco पर 'hold' rating, कोई revision नहीं",0,neutral,hinglish,generated,12
722c1ce207c1,"UltraTech Cement board meeting होगी Friday को, कोई major announcement नहीं",0,neutral,hinglish,generated,4
16cbe3a7f77f,Weak global cues से L&T और pharma sector दोनों पर pressure,-1,negative,hinglish,generated,5
30ed3bc1eb51,"Rising input costs ने Bharti Airtel को नुकसान पहुंचाया, stock slips 3.3%",-1,negative,hinglish,generated,7
38165302c11d,अदानी पोर्ट्स प्रमोटर की हिस्सेदारी गिरवी से निवेशक चिंतित,-1,negative,hi,generated,9
78e3a1d75486,निफ्टी में बड़ी गिरावट: सिप्ला सबसे ज्यादा टूटने वाले शेयरों में,-1,negative,hi,generated,16
b3d319bae57c,"Tata Motors ने rights issue announce किया steep discount पर, stock गिरा",-1,negative,hinglish,generated,19
9416915a38a0,सन फार्मा का Q4 नतीजा बाजार की उम्मीद से काफी कमजोर,-1,negative,hi,generated,10
9921244e7661,"एफएमसीजी सेक्टर सेक्टर में मिश्रित संकेत, विप्रो स्थिर",0,neutral,hi,generated,5
5d586aeda9e8,Weak global cues से Grasim Industries और IT sector दोनों पर pressure,-1,negative,hinglish,generated,5
8b405b1b5b05,आरबीआई नीतिगत बैठक से पहले सन फार्मा में सतर्कता,0,neutral,hi,generated,3
7c3a118a18e4,आरबीआई नीतिगत बैठक से पहले ओएनजीसी में सतर्कता,0,neutral,hi,generated,3
682a71ea1e9e,"सरकारी नीति में बदलाव से आईटी सेक्टर पर मार, इन्फोसिस 6.3% नीचे",-1,negative,hi,generated,17
c82ca26cea9f,निफ्टी 50 स्थिर: रिलायंस में सीमित दायरे में कारोबार,0,neutral,hi,generated,2
34733900131d,ब्रोकरेज हाउस ने एक्सिस बैंक को 'स्ट्रॉन्ग बाय' रेटिंग दी,1,positive,hi,generated,10
133efffb7478,"Rising input costs ने Coal India को नुकसान पहुंचाया, stock slips 6.3%",-1,negative,hinglish,generated,7
1207dbca43aa,"DII net buyer रहे Reliance Industries में, price support मजबूत",1,positive,hinglish,generated,10
eff57e904bc5,"RBI policy meeting से पहले FMCG sector में caution, Hindustan Unilever stable",0,neutral,hinglish,generated,3
8fabd1d56990,मजबूत macro data से IndusInd Bank और पूरे telecom sector में तेजी,1,positive,hinglish,generated,12
772f1436b498,मजबूत macro data से Grasim Industries और पूरे pharma sector में तेजी,1,positive,hinglish,generated,12
9a330168c0ec,"इन्फोसिस के खिलाफ कर विभाग की कार्रवाई, शेयर निचले स्तर पर",-1,negative,hi,generated,12
2fe202711750,"Coal India का debt level record high, rating agency ने outlook negative किया",-1,negative,hinglish,generated,12
51b63096f7ba,"एचसीएल टेक के शेयर 4.5% टूटे, कमजोर नतीजों ने बाजार को निराश किया",-1,negative,hi,generated,1
df34b82ad268,Mixed signals: Sun Pharma का revenue beat हुआ लेकिन margins थोड़े miss,0,neutral,hinglish,generated,5
168600632b6c,अदानी एंटर्प्राइजेज ने आईटी सेक्टर में सबसे ज्यादा रिटर्न दिया इस तिमाही,1,positive,hi,generated,8
d8527564dd4a,शेयर बाजार में रौनक: पावर ग्रिड ने ऊपरी सर्किट लगाया,1,positive,hi,generated,0
14c0f6a5127b,"अप्रैल में सन फार्मा की बिक्री 5.0% उछली, बाजार का सेंटिमेंट बुलिश",1,positive,hi,generated,16
7ad2e74494b9,"पावर ग्रिड ने FY23 में रिकॉर्ड राजस्व दर्ज किया, शेयर नई ऊंचाई पर",1,positive,hi,generated,4
6697b683aa84,खराब मानसून अनुमान ने एचडीएफसी बैंक की संभावनाओं पर पानी फेरा,-1,negative,hi,generated,19
f440b114d5fd,वैश्विक संकेतों की प्रतीक्षा में एचडीएफसी बैंक कारोबार सीमित,0,neutral,hi,generated,6
95dd115317df,"आईटी सेक्टर में मंदी की आहट, हिंदुस्तान यूनिलीवर सबसे बड़ा लूजर",-1,negative,hi,generated,6
96688c937ab0,मजबूत macro data से Eicher Motors और पूरे auto sector में तेजी,1,positive,hinglish,generated,12
9e7a816f259a,"अल्ट्राटेक सीमेंट का निर्यात इतिहास के उच्चतम स्तर पर, शेयर में जोरदार तेजी",1,positive,hi,generated,11
e59e8f4d46ff,"FII ने HCL Technologies में neutral stance लिया है, minor buying-selling",0,neutral,hinglish,generated,8
8c4d46389bc9,"एचसीएल टेक ने FY24 में रिकॉर्ड राजस्व दर्ज किया, शेयर नई ऊंचाई पर",1,positive,hi,generated,4
b4ae8e06cf35,Adani Ports ने FY26 Q1 में analyst estimates को beat किया,1,positive,hinglish,generated,11
bc701aab94f7,"India PMI surge ने telecom sector boost किया, Hindustan Unilever 4.8% चढ़ा",1,positive,hinglish,generated,16
2942e3f28207,"अप्रैल में विप्रो की बिक्री 8.3% उछली, बाजार का सेंटिमेंट बुलिश",1,positive,hi,generated,16
24d42f0e81a6,"एफआईआई ने टाटा मोटर्स में बड़ी खरीदारी की, स्टॉक 6.1% चढ़ा",1,positive,hi,generated,5
cb0d2209413e,"एचडीएफसी बैंक के शेयर सपाट, बाजार Q4 नतीजों का इंतजार कर रहा है",0,neutral,hi,generated,1
7e364095bba4,"Apollo Hospitals का margin miss हुआ, analysts ने 'sell' call दी",-1,negative,hinglish,generated,6
07ff606d7bae,मजबूत macro data से Apollo Hospitals और पूरे FMCG sector में तेजी,1,positive,hinglish,generated,12
e03dcfb4b0a6,Weak global cues से Titan Company और energy sector दोनों पर pressure,-1,negative,hinglish,generated,5
42b4e3e398a7,"Shree Cement promoter pledge बढ़ी, investor confidence हिला",-1,negative,hinglish,generated,8
b2006c154e01,Poor monsoon forecast ने L&T की earnings outlook को hurt किया,-1,negative,hinglish,generated,0
f7bf826ea88d,"RBI policy meeting से पहले metals sector में caution, Tata Consumer stable",0,neutral,hinglish,generated,3
f1343cb1384b,"Grasim Industries का dividend announce हुआ, market में positivity छाई",1,positive,hinglish,generated,6
4e5db1d55fb6,बजट पूर्व सत्र में आईसीआईसीआई बैंक और बैंकिंग सेक्टर सीमित दायरे में,0,neutral,hi,generated,13
b0302dde8f7b,Grasim Industries का FY24 annual guidance unchanged रहा,0,neutral,hinglish,generated,9
7987cddb6985,"Dr Reddys subsidiary का IPO 30x oversubscribed, parent भी चढ़ा",1,positive,hinglish,generated,17
ff1f01c29e5d,"अदानी एंटर्प्राइजेज के शेयर 3.9% उछले, मजबूत तिमाही नतीजों ने दिया बड़ा सहारा",1,positive,hi,generated,1
fd49dd318845,Poor monsoon forecast ने NTPC की earnings outlook को hurt किया,-1,negative,hinglish,generated,0
dc161dff7d5c,Bharti Airtel 200-day moving average पर support ले रहा है,0,neutral,hinglish,generated,6
945336dce80b,"Budget expectations से energy sector flat, Tata Motors कोई बड़ी move नहीं",0,neutral,hinglish,generated,11
e72e56b49d9f,"Eicher Motors buyback approved by SEBI, shares jumped 3.4%",1,positive,hinglish,generated,13
062d3c84ae24,"टाटा मोटर्स के शेयर सपाट, बाजार Q3 नतीजों का इंतजार कर रहा है",0,neutral,hi,generated,1
f5ee23755925,"बाजार में तेजी: एसबीआई ने 8.3% की छलांग लगाई, निवेशकों में खुशी",1,positive,hi,generated,2
bd7a3f180109,"Bajaj Finance का export revenue all-time high, investors में जोश",1,positive,hinglish,generated,8
a175e14a0d06,"RBI की hawkish policy से metals sector hit, TCS biggest loser",-1,negative,hinglish,generated,18
1e8b268eb402,"सरकारी नीति में बदलाव से आईटी सेक्टर पर मार, एचसीएल टेक 2.6% नीचे",-1,negative,hi,generated,17
9d2b8b681e6b,मैनेजमेंट ने टाटा मोटर्स का वार्षिक मार्गदर्शन अपरिवर्तित रखा,0,neutral,hi,generated,0
dc7129c6c930,"Rising input costs ने ICICI Bank को नुकसान पहुंचाया, stock slips 2.6%",-1,negative,hinglish,generated,7
a5200cf29d9a,"SEBI notice के बाद SBI में panic selling, 1.4% की गिरावट",-1,negative,hinglish,generated,4
c394e787c495,अल्ट्राटेक सीमेंट का Q1 नतीजा बाजार की उम्मीद से काफी कमजोर,-1,negative,hi,generated,10
239266068b21,"Budget expectations से energy sector flat, Wipro कोई बड़ी move नहीं",0,neutral,hinglish,generated,11
7bd483545d04,विदेशी बाजारों में मंदी से हिंदुस्तान यूनिलीवर में भारी बिकवाली,-1,negative,hi,generated,11
c8443e34683e,"मेटल सेक्टर सेक्टर में मिश्रित संकेत, अल्ट्राटेक सीमेंट स्थिर",0,neutral,hi,generated,5
3fc8fb822e2f,"Global recession fears से banking sector में selloff, Reliance Industries सबसे ज्यादा टूटा",-1,negative,hinglish,generated,11
d91139387f77,"सरकारी नीति में बदलाव से एफएमसीजी सेक्टर पर मार, मारुति सुजुकी 3.1% नीचे",-1,negative,hi,generated,17
